PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2017-0534,10/13/2017,FOB - Field Operations Bureau,7th District,Task Force,A,Unknown Working Status,Unknown Shift Hours,Completed,Pending,Pedestrian Stop,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,39,,0 feet to 1 feet,Male,Black,24,Medium,5'4'' to 5'6'',Yes,Yes,Yes,,Flight from an Officer,Yes
FTN2017-0534,10/13/2017,FOB - Field Operations Bureau,7th District,Task Force,A,Unknown Working Status,Unknown Shift Hours,Completed,Pending,Pedestrian Stop,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Male,40,,0 feet to 1 feet,Male,Black,24,Medium,5'4'' to 5'6'',Yes,Yes,Yes,,Flight from an Officer,Yes
FTN2017-0534,10/13/2017,FOB - Field Operations Bureau,7th District,Task Force,A,Unknown Working Status,Unknown Shift Hours,Completed,Pending,Pedestrian Stop,Poor,Clear Conditions,Firearm (Discharged),None detected,Yes,White,Male,33,,0 feet to 1 feet,Male,Black,24,Medium,5'4'' to 5'6'',Yes,Yes,Yes,,Flight from an Officer,Yes
FTN2017-0534,10/13/2017,FOB - Field Operations Bureau,7th District,Task Force,A,Unknown Working Status,Unknown Shift Hours,Completed,Pending,Pedestrian Stop,Poor,Clear Conditions,CEW Deployment,None detected,No,Black,Male,29,,0 feet to 1 feet,Male,Black,24,Medium,5'4'' to 5'6'',Yes,Yes,Yes,,Flight from an Officer,Yes
FTN2017-0534,10/13/2017,FOB - Field Operations Bureau,7th District,Task Force,A,Unknown Working Status,Unknown Shift Hours,Completed,Pending,Pedestrian Stop,Poor,Clear Conditions,Hands,None detected,No,Black,Male,29,,0 feet to 1 feet,Male,Black,24,Medium,5'4'' to 5'6'',Yes,Yes,Yes,,Flight from an Officer,Yes
FTN2017-0535,10/13/2017,FOB - Field Operations Bureau,2nd District,Narcotics,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,35,,1 feet to 3 feet,Male,Black,25,Large,5'10'' to 6'0'',No,No,Yes,,Tactical Deployments,No
FTN2017-0536,10/13/2017,FOB - Field Operations Bureau,3rd District,Task Force A,,Resigned,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,37,,1 feet to 3 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,Yes,Yes,,Weapon Exhibited,No
FTN2017-0536,10/13/2017,FOB - Field Operations Bureau,3rd District,Task Force A,,Resigned,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Canine (No Bite),Unknown,Yes,White,Male,37,,1 feet to 3 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,Yes,Yes,,Weapon Exhibited,No
FTN2017-0536,10/13/2017,FOB - Field Operations Bureau,3rd District,Task Force A,,Resigned,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,40,,1 feet to 3 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,Yes,Yes,,Weapon Exhibited,No
FTN2017-0536,10/13/2017,FOB - Field Operations Bureau,3rd District,Task Force A,,Resigned,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,42,,1 feet to 3 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,Yes,Yes,,Weapon Exhibited,No
FTN2017-0536,10/13/2017,FOB - Field Operations Bureau,3rd District,Task Force A,,Resigned,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,40,,1 feet to 3 feet,Male,Black,33,Medium,5'7'' to 5'9'',No,Yes,Yes,,Weapon Exhibited,No
FTN2017-0536,10/13/2017,FOB - Field Operations Bureau,3rd District,Task Force A,,Resigned,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,37,,1 feet to 3 feet,Male,Black,33,Medium,5'7'' to 5'9'',No,Yes,Yes,,Weapon Exhibited,No
FTN2017-0536,10/13/2017,FOB - Field Operations Bureau,3rd District,Task Force A,,Resigned,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Canine (No Bite),Unknown,Yes,White,Male,37,,1 feet to 3 feet,Male,Black,33,Medium,5'7'' to 5'9'',No,Yes,Yes,,Weapon Exhibited,No
FTN2017-0536,10/13/2017,FOB - Field Operations Bureau,3rd District,Task Force A,,Resigned,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,42,,1 feet to 3 feet,Male,Black,33,Medium,5'7'' to 5'9'',No,Yes,Yes,,Weapon Exhibited,No
FTN2017-0537,10/14/2017,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,Unknown,No,White,Male,40,,0 feet to 1 feet,Male,Black,22,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0537,10/14/2017,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,CEW Deployment,Unknown,Yes,White,Male,24,,0 feet to 1 feet,Male,Black,22,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0537,10/14/2017,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,Unknown,No,White,Male,24,,0 feet to 1 feet,Male,Black,22,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0538,10/14/2017,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown Drugs,Yes,Black,Male,32,,11 feet to 14 feet,Male,Black,34,Medium,6'1'' to 6'3'',No,Yes,Yes,,Resisting Officer w/Weapon,No
FTN2017-0538,10/14/2017,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown Drugs,Yes,Asian/Pacif,Male,34,,11 feet to 14 feet,Male,Black,34,Medium,6'1'' to 6'3'',No,Yes,Yes,,Resisting Officer w/Weapon,No
FTN2017-0538,10/14/2017,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown Drugs,Yes,White,Male,30,,11 feet to 14 feet,Male,Black,34,Medium,6'1'' to 6'3'',No,Yes,Yes,,Resisting Officer w/Weapon,No
FTN2017-0538,10/14/2017,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown Drugs,Yes,White,Male,27,,11 feet to 14 feet,Male,Black,34,Medium,6'1'' to 6'3'',No,Yes,Yes,,Resisting Officer w/Weapon,No
FTN2017-0538,10/14/2017,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown Drugs,Yes,White,Female,29,,11 feet to 14 feet,Male,Black,34,Medium,6'1'' to 6'3'',No,Yes,Yes,,Resisting Officer w/Weapon,No
FTN2017-0538,10/14/2017,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown Drugs,Yes,Black,Male,28,,11 feet to 14 feet,Male,Black,34,Medium,6'1'' to 6'3'',No,Yes,Yes,,Resisting Officer w/Weapon,No
FTN2017-0538,10/14/2017,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown Drugs,Yes,White,Male,36,,11 feet to 14 feet,Male,Black,34,Medium,6'1'' to 6'3'',No,Yes,Yes,,Resisting Officer w/Weapon,No
FTN2017-0538,10/14/2017,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown Drugs,Yes,White,Male,26,,11 feet to 14 feet,Male,Black,34,Medium,6'1'' to 6'3'',No,Yes,Yes,,Resisting Officer w/Weapon,No
FTN2017-0538,10/14/2017,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),Unknown Drugs,Yes,Hispanic,Male,42,,11 feet to 14 feet,Male,Black,34,Medium,6'1'' to 6'3'',No,Yes,Yes,,Resisting Officer w/Weapon,No
FTN2017-0541,10/14/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,Rifle (Pointed),Unknown Drugs,Yes,White,Male,39,,11 feet to 14 feet,Male,Black,34,Large,> 6'3'',Yes,Yes,Yes,,Tactical Deployments,No
FTN2017-0541,10/14/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,Force (Take Down),Unknown Drugs,Yes,White,Male,33,,11 feet to 14 feet,Male,Black,34,Large,> 6'3'',Yes,Yes,Yes,,Tactical Deployments,No
FTN2017-0539,10/15/2017,FOB - Field Operations Bureau,6th District,D.I.U.,Persons,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,38,,0 feet to 1 feet,Male,Black,17,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0539,10/15/2017,FOB - Field Operations Bureau,6th District,D.I.U.,Persons,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Force (Escort Tech),Unknown,Yes,Black,Male,29,,0 feet to 1 feet,Male,Black,17,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0539,10/15/2017,FOB - Field Operations Bureau,6th District,D.I.U.,Persons,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Force (Take Down),Unknown,Yes,Black,Male,29,,0 feet to 1 feet,Male,Black,17,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2018-0143,04/19/2018,FOB - Field Operations Bureau,3rd District,,,,,Completed,Cancel FIT FTN,Arresting,Good,Clear Conditions,Firearm (Exhibited),,Yes,White,Male,34,,15 feet to 18 feet,Male,Black,17,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2017-0539,10/15/2017,FOB - Field Operations Bureau,6th District,D.I.U.,Persons,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Force (Escort Tech),Unknown,Yes,Black,Male,29,,0 feet to 1 feet,Female,Black,15,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0539,10/15/2017,FOB - Field Operations Bureau,6th District,D.I.U.,Persons,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Force (Take Down),Unknown,Yes,Black,Male,29,,0 feet to 1 feet,Female,Black,15,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0539,10/15/2017,FOB - Field Operations Bureau,6th District,D.I.U.,Persons,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,38,,0 feet to 1 feet,Female,Black,15,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0539,10/15/2017,FOB - Field Operations Bureau,6th District,D.I.U.,Persons,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,38,,0 feet to 1 feet,Female,Black,14,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0539,10/15/2017,FOB - Field Operations Bureau,6th District,D.I.U.,Persons,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Force (Escort Tech),Unknown,Yes,Black,Male,29,,0 feet to 1 feet,Female,Black,14,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0539,10/15/2017,FOB - Field Operations Bureau,6th District,D.I.U.,Persons,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Force (Take Down),Unknown,Yes,Black,Male,29,,0 feet to 1 feet,Female,Black,14,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0540,10/15/2017,FOB - Field Operations Bureau,Special Operations Division,K9 Section,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Canine (No Bite),Unknown,Yes,White,Male,49,,4 feet to 6 feet,Male,Black,24,Medium,6'1'' to 6'3'',Yes,No,Yes,,Flight from an Officer,No
FTN2017-0542,10/16/2017,FOB - Field Operations Bureau,2nd District,,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,31,,11 feet to 14 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2017-0542,10/16/2017,FOB - Field Operations Bureau,2nd District,,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,27,,11 feet to 14 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2017-0542,10/16/2017,FOB - Field Operations Bureau,2nd District,,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,26,,11 feet to 14 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2017-0542,10/16/2017,FOB - Field Operations Bureau,2nd District,,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,26,,11 feet to 14 feet,Male,Black,35,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2017-0542,10/16/2017,FOB - Field Operations Bureau,2nd District,,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,27,,11 feet to 14 feet,Male,Black,35,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2017-0542,10/16/2017,FOB - Field Operations Bureau,2nd District,,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,31,,11 feet to 14 feet,Male,Black,35,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2017-0542,10/16/2017,FOB - Field Operations Bureau,2nd District,,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,31,,11 feet to 14 feet,Male,Black,32,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2017-0542,10/16/2017,FOB - Field Operations Bureau,2nd District,,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,27,,11 feet to 14 feet,Male,Black,32,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2017-0542,10/16/2017,FOB - Field Operations Bureau,2nd District,,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,26,,11 feet to 14 feet,Male,Black,32,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2017-0543,10/17/2017,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Hands,None detected,Yes,Black,Male,38,,1 feet to 3 feet,Male,Black,16,Small,5'7'' to 5'9'',Yes,Yes,Yes,,Flight from an Officer,No
FTN2017-0543,10/17/2017,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Hands,None detected,Yes,White,Male,40,,1 feet to 3 feet,Male,Black,16,Small,5'7'' to 5'9'',Yes,Yes,Yes,,Flight from an Officer,No
FTN2017-0545,10/17/2017,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,Unknown,Yes,Black,Female,32,,1 feet to 3 feet,Female,Black,32,Small,< 5'0'',No,Yes,Yes,,refuse verbal commands,No
FTN2017-0544,10/18/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,Yes,Black,Male,49,,4 feet to 6 feet,Male,Black,31,Large,5'10'' to 6'0'',No,No,No,,Tactical Deployments,No
FTN2017-0544,10/18/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,Firearm (Exhibited),Mentally unstable,Yes,Black,Male,45,,4 feet to 6 feet,Male,Black,31,Large,5'10'' to 6'0'',No,No,No,,Tactical Deployments,No
FTN2017-0546,10/19/2017,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Alchohol,Yes,Asian/Pacifi,Male,25,,22 feet to 25 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2017-0546,10/19/2017,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Alchohol,Yes,White,Male,25,,22 feet to 25 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2017-0547,10/19/2017,FOB - Field Operations Bureau,4th District,3rd Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,58,,11 feet to 14 feet,Male,White,29,Small,5'7'' to 5'9'',No,No,No,,Weapon Exhibited,No
FTN2017-0548,10/19/2017,FOB - Field Operations Bureau,Special Operations Division,,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,39,,11 feet to 14 feet,Male,Black,4,XLarge,6'1'' to 6'3'',No,No,Yes,,Tactical Deployments,No
FTN2017-0548,10/19/2017,FOB - Field Operations Bureau,Special Operations Division,,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,39,,11 feet to 14 feet,Male,Black,12,XLarge,6'1'' to 6'3'',No,No,Yes,,Tactical Deployments,No
FTN2017-0548,10/19/2017,FOB - Field Operations Bureau,Special Operations Division,,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,39,,11 feet to 14 feet,Male,Black,31,XLarge,6'1'' to 6'3'',No,No,Yes,,Tactical Deployments,No
FTN2017-0548,10/19/2017,FOB - Field Operations Bureau,Special Operations Division,,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,39,,11 feet to 14 feet,Female,Black,26,XLarge,6'1'' to 6'3'',No,No,Yes,,Tactical Deployments,No
FTN2017-0550,10/20/2017,FOB - Field Operations Bureau,1st District,Narcotics,Narcotics,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,52,,7 feet to 10 feet,Male,Black,24,Medium,5'0'' to 5'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0550,10/20/2017,FOB - Field Operations Bureau,1st District,Narcotics,Narcotics,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,34,,7 feet to 10 feet,Male,Black,24,Medium,5'0'' to 5'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0550,10/20/2017,FOB - Field Operations Bureau,1st District,Narcotics,Narcotics,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,55,,7 feet to 10 feet,Male,Black,24,Medium,5'0'' to 5'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0550,10/20/2017,FOB - Field Operations Bureau,1st District,Narcotics,Narcotics,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Female,30,,7 feet to 10 feet,Male,Black,24,Medium,5'0'' to 5'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0550,10/20/2017,FOB - Field Operations Bureau,1st District,Narcotics,Narcotics,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,55,,7 feet to 10 feet,Male,Black,27,Medium,5'0'' to 5'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0550,10/20/2017,FOB - Field Operations Bureau,1st District,Narcotics,Narcotics,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,34,,7 feet to 10 feet,Male,Black,27,Medium,5'0'' to 5'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0550,10/20/2017,FOB - Field Operations Bureau,1st District,Narcotics,Narcotics,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,52,,7 feet to 10 feet,Male,Black,27,Medium,5'0'' to 5'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0550,10/20/2017,FOB - Field Operations Bureau,1st District,Narcotics,Narcotics,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Female,30,,7 feet to 10 feet,Male,Black,27,Medium,5'0'' to 5'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0550,10/20/2017,FOB - Field Operations Bureau,1st District,Narcotics,Narcotics,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,55,,7 feet to 10 feet,Male,Black,27,Medium,5'0'' to 5'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0550,10/20/2017,FOB - Field Operations Bureau,1st District,Narcotics,Narcotics,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Male,52,,7 feet to 10 feet,Male,Black,27,Medium,5'0'' to 5'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0550,10/20/2017,FOB - Field Operations Bureau,1st District,Narcotics,Narcotics,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,34,,7 feet to 10 feet,Male,Black,27,Medium,5'0'' to 5'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0550,10/20/2017,FOB - Field Operations Bureau,1st District,Narcotics,Narcotics,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,Black,Female,30,,7 feet to 10 feet,Male,Black,27,Medium,5'0'' to 5'3'',No,No,Yes,,refuse verbal commands,No
FTN2017-0551,10/20/2017,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Other,Poor,Clear Conditions,Hands,Mentally unstable,Yes,White,Male,26,,0 feet to 1 feet,Male,White,63,Medium,6'1'' to 6'3'',Yes,Yes,Yes,,Battery on Police Officer,No
FTN2017-0552,10/21/2017,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Hands,Unknown Drugs,Yes,Black,Male,53,,0 feet to 1 feet,Male,Black,28,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0552,10/21/2017,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Hands,Unknown Drugs,Yes,Black,Male,28,,0 feet to 1 feet,Male,Black,28,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0552,10/21/2017,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Hands,Unknown Drugs,Yes,White,Male,33,,0 feet to 1 feet,Male,Black,28,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0553,10/22/2017,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Rainy Conditions - Medium,Force (Take Down),Mentally unstable,Yes,White,Male,36,,0 feet to 1 feet,Male,Black,61,Small,5'4'' to 5'6'',No,Yes,No,,Battery on Police Officer,No
